Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Classification,average_price_usd_2020
M5,2011,Africa,Red,Petrol,Automatic,2.5,41594,93495,Low,113603.0
i3,2015,Asia,White,Hybrid,Manual,3.3,95364,91829,High,44122.0
M5,2012,Middle East,Red,Diesel,Manual,1.7,71227,114903,High,109681.0
X1,2022,South America,Black,Petrol,Automatic,2.3,26767,117363,Low,39155.0
i3,2018,Africa,White,Hybrid,Automatic,4.2,27979,95982,Low,42981.0
M5,2013,Asia,White,Petrol,Automatic,1.9,170073,81725,Low,108215.0
X5,2010,Africa,White,Hybrid,Automatic,2.4,23577,62344,High,57208.0
3 Series,2013,South America,Blue,Electric,Automatic,4.8,121155,35561,Low,35703.0
X1,2010,North America,Black,Diesel,Manual,4.4,148730,59157,High,37323.0
M3,2023,South America,Grey,Hybrid,Manual,4.2,80410,55419,High,70408.0
X3,2014,South America,Silver,Petrol,Manual,4.5,35380,84387,Low,43222.0
X6,2013,South America,White,Electric,Manual,4.1,183126,36457,Low,66595.0
X5,2017,Europe,Silver,Electric,Automatic,1.9,5204,32190,Low,55867.0
X5,2017,South America,Black,Hybrid,Manual,3.3,42159,85852,Low,59675.0
X3,2016,Asia,Grey,Petrol,Automatic,3.1,143652,93537,Low,43858.0
X6,2012,South America,Grey,Diesel,Manual,2.6,186337,56075,High,63389.0
5 Series,2010,Africa,Grey,Electric,Manual,3.1,127690,74267,Low,32844.0
5 Series,2021,Asia,White,Electric,Manual,1.7,21122,112462,Low,35492.0
7 Series,2015,Europe,Grey,Diesel,Manual,4.6,126540,33593,Low,98490.0
7 Series,2016,Africa,Red,Diesel,Manual,3.8,92316,85617,Low,92668.0
X3,2015,Asia,Grey,Diesel,Manual,3.5,6304,45543,Low,44614.0
X6,2023,Europe,White,Hybrid,Automatic,3.3,54800,100512,High,62466.0
X5,2023,South America,Grey,Petrol,Manual,3.8,51128,94088,Low,57121.0
i8,2015,Middle East,Silver,Electric,Automatic,4.1,86794,39377,High,141424.0
X1,2015,Africa,Silver,Hybrid,Automatic,3.4,15994,41990,High,38398.0
X3,2012,Middle East,Silver,Hybrid,Automatic,4.9,110369,40370,Low,44868.0
3 Series,2015,Africa,Red,Electric,Automatic,5.0,69854,58429,High,38055.0
X3,2017,North America,Silver,Petrol,Manual,3.8,113551,30284,Low,43879.0
3 Series,2020,Middle East,Red,Petrol,Automatic,4.8,159467,76201,Low,35278.0
M3,2020,North America,Red,Hybrid,Automatic,2.9,180136,59712,Low,77601.0
X6,2011,North America,Black,Diesel,Automatic,4.5,109348,85468,High,66514.0
i8,2014,Middle East,White,Diesel,Manual,4.7,144533,82911,Low,149566.0
X6,2023,Asia,Red,Diesel,Manual,4.7,32173,54649,Low,60876.0
5 Series,2010,Africa,Black,Diesel,Automatic,4.4,102278,35915,High,32904.0
M3,2021,Middle East,White,Hybrid,Manual,2.9,162609,54134,Low,70557.0
M5,2024,Middle East,White,Hybrid,Automatic,2.1,43892,84569,Low,113519.0
7 Series,2010,Africa,Blue,Diesel,Automatic,2.7,185870,92721,High,94847.0
5 Series,2014,South America,Black,Diesel,Automatic,4.2,134531,87621,Low,36274.0
5 Series,2021,North America,Blue,Hybrid,Manual,2.3,194391,76581,Low,31619.0
3 Series,2022,Middle East,Silver,Hybrid,Automatic,3.2,118028,63248,High,38297.0
i3,2013,North America,Red,Electric,Automatic,3.6,167951,104651,Low,44513.0
3 Series,2012,South America,Red,Hybrid,Manual,4.8,135680,93319,Low,35634.0
M3,2010,Middle East,Grey,Petrol,Manual,3.8,20833,30946,Low,78958.0
X5,2010,Africa,Black,Diesel,Automatic,4.3,169423,45093,High,59429.0
M5,2021,North America,Silver,Diesel,Manual,3.5,52191,66769,Low,107917.0
5 Series,2021,Europe,Black,Electric,Automatic,4.4,82062,84946,Low,36456.0
5 Series,2023,South America,Red,Petrol,Manual,2.4,181200,46751,Low,36009.0
X1,2022,Africa,Blue,Hybrid,Automatic,2.2,16720,41380,Low,35196.0
M3,2023,North America,Silver,Hybrid,Manual,4.7,26402,35130,High,75491.0
i3,2014,South America,Red,Diesel,Manual,3.9,185012,74147,High,44509.0
i8,2015,Europe,Grey,Electric,Automatic,3.9,137116,71187,Low,159541.0
M3,2012,Europe,Red,Electric,Automatic,3.1,125303,36190,Low,77110.0
M3,2021,South America,Grey,Diesel,Automatic,2.8,72907,31385,Low,75445.0
5 Series,2018,South America,Blue,Diesel,Manual,3.4,96313,48896,Low,33434.0
X6,2014,Asia,Black,Electric,Manual,1.9,114324,111758,High,62530.0
X3,2017,Europe,Red,Electric,Automatic,3.1,37926,112367,Low,40429.0
X3,2022,South America,Blue,Diesel,Automatic,3.1,1536,42468,High,43898.0
7 Series,2023,South America,Grey,Diesel,Manual,3.7,33111,102861,Low,92481.0
3 Series,2014,Middle East,Grey,Diesel,Manual,4.9,154711,76421,Low,35386.0
X6,2012,Africa,Black,Hybrid,Manual,4.6,17763,53320,Low,63462.0
X1,2010,Africa,Red,Electric,Automatic,3.7,70582,32634,Low,36390.0
5 Series,2013,Africa,Grey,Petrol,Manual,1.7,164685,82139,Low,30367.0
M5,2024,South America,Blue,Petrol,Manual,2.0,32207,35232,Low,106744.0
M5,2014,Africa,Blue,Petrol,Automatic,2.9,109953,90079,Low,110513.0
3 Series,2016,Africa,Silver,Hybrid,Manual,4.3,45420,55483,High,35325.0
7 Series,2010,South America,Blue,Hybrid,Automatic,3.4,169022,110072,Low,94005.0
X3,2012,South America,Red,Diesel,Automatic,4.6,71247,46723,Low,44864.0
X1,2011,Asia,Grey,Electric,Automatic,4.9,133987,98433,High,38726.0
X5,2018,Africa,Silver,Diesel,Manual,2.0,54511,52655,High,57011.0
X1,2019,Asia,Black,Electric,Manual,2.9,190036,58531,High,35966.0
X6,2024,Middle East,White,Electric,Manual,3.8,11344,113647,Low,69934.0
M5,2015,Middle East,Grey,Petrol,Automatic,2.6,166487,112693,Low,108971.0
5 Series,2019,Middle East,Silver,Petrol,Automatic,2.4,121797,100148,High,35738.0
M5,2012,Asia,Grey,Hybrid,Automatic,4.3,124001,82901,Low,111336.0
i3,2017,Europe,Grey,Diesel,Automatic,4.9,40442,67998,High,44375.0
7 Series,2017,North America,Black,Hybrid,Manual,3.3,194029,43238,High,85106.0
X6,2011,South America,Blue,Petrol,Manual,3.0,169730,86385,High,61732.0
X5,2024,Europe,Blue,Petrol,Manual,3.4,82598,113709,High,56644.0
X3,2016,South America,Red,Hybrid,Automatic,3.3,26890,60361,Low,40018.0
X3,2011,Middle East,Grey,Hybrid,Automatic,2.2,59103,46517,High,40143.0
X3,2024,Europe,Red,Electric,Manual,4.7,1390,119117,High,44202.0
3 Series,2019,South America,Black,Hybrid,Manual,3.9,42467,102968,Low,35325.0
X6,2011,Africa,White,Diesel,Manual,4.8,35394,102034,Low,69523.0
X5,2019,Europe,Blue,Hybrid,Manual,2.5,36527,84856,Low,55850.0
3 Series,2017,North America,Red,Electric,Automatic,4.4,3879,49819,High,36490.0
X1,2010,Africa,Black,Diesel,Automatic,5.0,37731,33141,Low,38235.0
X5,2018,Europe,Blue,Petrol,Manual,3.5,31445,62226,High,58794.0
3 Series,2020,South America,Silver,Diesel,Automatic,1.7,176625,117171,Low,38336.0
3 Series,2015,North America,White,Hybrid,Automatic,4.2,154571,54989,High,39776.0
5 Series,2016,North America,White,Electric,Manual,1.8,28199,54748,Low,34707.0
7 Series,2022,Asia,Black,Electric,Manual,3.4,157901,51785,High,98619.0
X3,2019,Africa,Black,Hybrid,Automatic,2.5,114886,70265,High,41668.0
X6,2016,Europe,Black,Petrol,Manual,4.7,10561,63605,High,62641.0
M3,2019,Africa,White,Hybrid,Automatic,3.1,108903,58185,Low,78197.0
7 Series,2018,Europe,Silver,Hybrid,Manual,2.9,16841,75628,High,99484.0
M3,2017,Africa,Silver,Hybrid,Manual,4.8,183782,100693,Low,77568.0
7 Series,2022,North America,Grey,Electric,Automatic,2.2,91013,89453,High,96746.0
7 Series,2021,Africa,Silver,Diesel,Manual,3.5,175240,82064,High,93679.0
7 Series,2016,Middle East,Silver,Hybrid,Automatic,4.2,179716,78386,Low,97212.0
7 Series,2018,Africa,Red,Electric,Automatic,2.0,176437,77426,Low,94038.0
X3,2013,Africa,Black,Electric,Automatic,3.0,159170,119954,Low,42953.0
7 Series,2022,North America,Grey,Electric,Automatic,3.9,166155,64742,High,89401.0
M5,2013,Africa,Grey,Hybrid,Manual,2.9,33669,93884,Low,111480.0
7 Series,2010,North America,White,Petrol,Manual,1.7,56052,99698,Low,97107.0
X6,2017,Africa,White,Electric,Automatic,4.0,53449,82740,Low,67181.0
X5,2023,North America,Grey,Diesel,Automatic,1.5,56918,36116,Low,56478.0
3 Series,2021,South America,Silver,Electric,Manual,3.6,99440,51226,Low,37567.0
X3,2016,South America,Red,Electric,Automatic,1.9,136356,105711,Low,43057.0
X6,2024,Europe,Silver,Hybrid,Manual,3.6,131579,36319,Low,60955.0
X6,2021,Africa,Grey,Petrol,Automatic,4.1,192233,32423,Low,63473.0
M3,2011,North America,Red,Electric,Automatic,1.7,119960,56835,Low,75586.0
X6,2011,North America,White,Electric,Automatic,1.6,129451,104447,Low,63740.0
X5,2016,Africa,Grey,Diesel,Automatic,3.1,13371,105070,Low,56730.0
X5,2024,Middle East,White,Hybrid,Automatic,4.3,78733,75419,Low,58744.0
X1,2015,Asia,Grey,Diesel,Automatic,2.1,199235,84022,Low,38295.0
X5,2018,Middle East,Red,Electric,Manual,3.8,50183,75390,High,56387.0
X5,2019,Middle East,Red,Hybrid,Manual,2.7,148760,93236,Low,55140.0
X5,2024,Africa,White,Petrol,Manual,3.3,93603,72936,Low,56696.0
M5,2023,South America,Silver,Diesel,Manual,4.9,140914,34553,Low,113517.0
3 Series,2022,Asia,Blue,Electric,Automatic,2.3,34532,90267,Low,38808.0
i8,2015,Middle East,Grey,Electric,Automatic,3.2,82478,80247,High,143749.0
i3,2019,Middle East,Grey,Diesel,Manual,3.7,183985,107396,High,44954.0
X5,2019,Asia,Red,Electric,Automatic,2.0,15812,76124,Low,56357.0
3 Series,2015,North America,Blue,Electric,Automatic,1.7,25425,119970,Low,36000.0
X3,2010,North America,Red,Electric,Automatic,1.5,40927,62008,High,40158.0
M5,2013,Africa,Blue,Petrol,Automatic,2.6,133161,36902,High,108475.0
5 Series,2019,Africa,Grey,Diesel,Manual,1.8,194310,42650,Low,32712.0
X1,2015,North America,Silver,Diesel,Manual,4.3,90089,103531,Low,37908.0
5 Series,2024,Europe,Red,Electric,Automatic,5.0,40963,46019,High,36078.0
3 Series,2015,Europe,Silver,Electric,Automatic,1.7,110901,83776,Low,36841.0
X6,2021,Asia,Red,Hybrid,Manual,1.6,13086,36462,High,67908.0
X3,2014,Europe,Red,Electric,Automatic,2.0,37967,64069,Low,41152.0
X5,2010,North America,Black,Petrol,Automatic,2.6,14396,60636,Low,55300.0
X6,2017,North America,Silver,Hybrid,Manual,2.9,117113,74150,Low,68981.0
5 Series,2014,Africa,White,Electric,Automatic,4.8,58754,110517,Low,31864.0
X6,2021,Asia,White,Hybrid,Automatic,2.9,9134,45607,Low,66831.0
M5,2021,North America,Black,Electric,Automatic,3.2,130480,52081,Low,108327.0
X3,2021,Europe,Silver,Electric,Automatic,2.4,64002,116500,Low,41619.0
X5,2014,Middle East,Silver,Hybrid,Automatic,1.5,149506,30135,High,57498.0
i3,2016,Europe,Silver,Hybrid,Manual,4.6,33244,116918,Low,42436.0
X1,2013,Africa,Grey,Diesel,Automatic,1.8,105554,49663,High,37009.0
M3,2015,Africa,Black,Hybrid,Automatic,4.9,179971,59889,High,72929.0
3 Series,2022,Africa,White,Electric,Manual,2.0,28730,101189,High,39059.0
M5,2023,Europe,Grey,Hybrid,Automatic,5.0,16692,99296,Low,107664.0
X5,2024,Europe,Black,Electric,Automatic,2.0,9615,66166,Low,55564.0
3 Series,2012,South America,Red,Hybrid,Automatic,3.0,122231,92873,Low,36396.0
M3,2016,South America,White,Diesel,Automatic,4.2,158898,86673,High,76147.0
X3,2017,Asia,Silver,Diesel,Automatic,1.6,149657,53093,Low,40079.0
7 Series,2013,Middle East,Red,Petrol,Manual,3.9,119461,109866,High,85674.0
7 Series,2022,Africa,Black,Electric,Manual,1.8,106864,37051,High,97817.0
X1,2011,South America,Blue,Hybrid,Manual,2.3,191856,42968,High,35750.0
7 Series,2021,Europe,Blue,Diesel,Manual,2.1,138657,113426,Low,94442.0
3 Series,2019,South America,Red,Diesel,Manual,4.7,188658,103473,Low,37163.0
7 Series,2023,Africa,Red,Diesel,Automatic,2.1,117012,60516,Low,97126.0
X3,2012,Middle East,White,Hybrid,Manual,1.6,123560,58086,Low,43382.0
X6,2010,Middle East,Black,Petrol,Automatic,3.6,3514,68930,High,61030.0
5 Series,2012,Africa,Blue,Electric,Automatic,1.9,117047,35004,Low,37698.0
X6,2021,Europe,White,Hybrid,Manual,4.1,57533,85638,Low,61960.0
X6,2019,Middle East,Blue,Electric,Automatic,3.6,179601,94664,Low,69194.0
X6,2019,South America,Red,Electric,Manual,2.1,111839,73514,Low,62363.0
X1,2014,Middle East,Black,Petrol,Manual,3.6,136787,64990,Low,35385.0
5 Series,2019,Middle East,Blue,Hybrid,Automatic,4.2,98318,108742,High,35582.0
M5,2023,South America,Black,Hybrid,Manual,1.6,172797,73954,Low,110403.0
i8,2016,Middle East,White,Electric,Automatic,2.3,110324,105341,Low,150140.0
3 Series,2024,Africa,Red,Diesel,Automatic,3.9,29725,119038,High,37545.0
X3,2018,South America,Red,Petrol,Automatic,5.0,61899,91730,High,43787.0
M3,2021,Africa,Blue,Petrol,Automatic,1.5,11430,109949,Low,78647.0
3 Series,2014,Africa,Blue,Electric,Automatic,2.6,197439,60352,Low,38103.0
5 Series,2010,Africa,Grey,Diesel,Manual,1.7,195818,96809,Low,35313.0
X3,2019,Asia,Grey,Diesel,Manual,2.6,85688,36661,High,41710.0
X5,2019,North America,Silver,Electric,Automatic,2.9,20462,88937,Low,55704.0
X3,2010,Middle East,Red,Diesel,Automatic,4.7,10558,115843,Low,43018.0
X3,2024,Europe,Black,Diesel,Manual,1.8,185671,93151,Low,43613.0
7 Series,2023,North America,Black,Electric,Automatic,2.9,183830,97853,Low,88079.0
7 Series,2015,Africa,White,Electric,Manual,4.3,122871,42186,Low,97610.0
X3,2018,Africa,Black,Petrol,Manual,3.3,158539,88307,Low,43243.0
3 Series,2017,Europe,Black,Diesel,Automatic,1.6,153861,79362,High,37959.0
X1,2022,North America,Silver,Diesel,Manual,4.8,142009,55139,Low,36325.0
X3,2014,Africa,Red,Diesel,Automatic,1.8,116237,41969,Low,44324.0
X1,2010,Europe,Blue,Petrol,Automatic,3.6,126235,59752,High,37172.0
M5,2022,Middle East,Blue,Petrol,Automatic,4.6,53187,81354,Low,111023.0
M3,2016,North America,Blue,Hybrid,Automatic,1.8,195192,119134,Low,71060.0
7 Series,2024,Asia,Red,Hybrid,Automatic,3.4,83608,113671,Low,95963.0
7 Series,2014,South America,Red,Hybrid,Automatic,4.4,69018,75481,Low,93821.0
i8,2015,Middle East,White,Hybrid,Automatic,5.0,123323,103534,Low,144250.0
M5,2016,North America,White,Petrol,Manual,2.5,145948,45297,Low,114117.0
X3,2012,Middle East,Silver,Diesel,Manual,3.9,186088,83549,Low,41497.0
X6,2021,Africa,White,Diesel,Automatic,4.0,60014,51230,High,60082.0
i8,2019,Europe,Red,Electric,Manual,3.9,128625,107973,High,153778.0
5 Series,2012,Europe,Black,Electric,Manual,4.5,36826,106372,Low,37404.0
i3,2014,Asia,Black,Diesel,Manual,1.8,190726,100453,Low,41567.0
M5,2015,South America,Silver,Petrol,Automatic,1.9,32159,92285,Low,112465.0
3 Series,2018,Africa,Red,Electric,Manual,3.7,27967,95875,Low,37089.0
X3,2022,Europe,Silver,Hybrid,Automatic,4.8,165231,72593,Low,42364.0
3 Series,2023,Asia,Red,Diesel,Manual,3.1,39466,101930,Low,39614.0
M5,2021,Asia,White,Electric,Manual,4.9,78179,70403,High,112290.0
X5,2014,Europe,Grey,Hybrid,Manual,4.8,187195,41296,High,58689.0
X1,2024,South America,Silver,Petrol,Manual,4.7,160411,76189,Low,37912.0
X1,2023,Africa,White,Hybrid,Automatic,4.6,136514,94933,Low,38263.0
M3,2023,Africa,White,Electric,Manual,4.4,35796,45975,Low,77601.0
X3,2023,North America,Blue,Hybrid,Automatic,3.9,162596,89574,High,41899.0
X1,2013,Middle East,Silver,Electric,Automatic,1.6,78178,101679,Low,36018.0
5 Series,2014,North America,Grey,Hybrid,Automatic,2.0,102714,32116,Low,32164.0
M3,2021,Africa,White,Hybrid,Manual,2.0,1811,56208,High,77454.0
i3,2019,South America,White,Electric,Manual,1.6,151998,110953,Low,44729.0
5 Series,2019,Africa,White,Electric,Automatic,1.9,142024,30432,Low,31698.0
X5,2014,Asia,White,Diesel,Automatic,4.7,106658,47201,High,58647.0
X6,2016,Middle East,Red,Petrol,Automatic,3.8,151865,74845,High,69915.0
M3,2010,South America,Blue,Petrol,Automatic,4.3,191728,54325,High,72682.0
M5,2023,Middle East,Grey,Electric,Automatic,3.2,177722,90483,High,105525.0
X5,2023,Africa,Red,Diesel,Automatic,2.0,74612,63767,Low,55773.0
M3,2014,Asia,Grey,Electric,Automatic,4.6,133780,88568,High,79444.0
X6,2016,South America,Blue,Diesel,Manual,2.7,165162,63342,Low,60244.0
X1,2019,Africa,Grey,Electric,Automatic,3.9,81128,67337,Low,35467.0
3 Series,2019,Middle East,Silver,Electric,Manual,2.5,161578,54124,High,39299.0
i3,2015,South America,Silver,Electric,Manual,3.3,26839,54215,Low,43809.0
M3,2014,Middle East,Black,Petrol,Automatic,4.4,71014,106337,Low,79402.0
M3,2011,Africa,White,Electric,Automatic,4.9,119981,95058,Low,70220.0
i3,2013,Asia,Red,Electric,Automatic,1.7,160894,95155,High,42002.0
5 Series,2024,Europe,Grey,Hybrid,Automatic,3.4,81770,62997,Low,36171.0
X1,2019,Africa,Red,Petrol,Automatic,4.7,91038,99809,Low,36481.0
5 Series,2019,Asia,Red,Hybrid,Manual,4.8,2622,113545,Low,31743.0
M5,2012,North America,Grey,Electric,Automatic,2.3,157101,35561,Low,106611.0
M5,2019,Europe,Black,Diesel,Manual,2.0,128785,67632,High,105191.0
M3,2010,Africa,Red,Electric,Manual,4.0,15805,45507,Low,72203.0
X3,2017,North America,Black,Hybrid,Automatic,1.6,192794,98338,Low,41396.0
X5,2014,North America,Red,Petrol,Manual,3.2,112616,65146,High,55882.0
X5,2013,South America,Grey,Petrol,Manual,3.5,149677,95650,Low,55238.0
7 Series,2017,North America,Red,Electric,Automatic,2.2,154172,95673,High,99686.0
X6,2016,Middle East,Silver,Petrol,Automatic,3.2,160994,36529,Low,69994.0
M3,2011,South America,Black,Electric,Manual,4.7,101736,37291,Low,77464.0
X5,2021,South America,Grey,Petrol,Automatic,4.0,184282,65453,High,59870.0
X6,2020,Middle East,Grey,Petrol,Automatic,2.7,162403,40976,High,66746.0
X1,2013,Middle East,White,Electric,Manual,2.2,54388,96502,Low,37997.0
X1,2017,North America,Red,Diesel,Automatic,2.4,184511,77086,High,37311.0
5 Series,2021,Middle East,Red,Diesel,Automatic,4.0,106679,97853,Low,32044.0
3 Series,2010,Africa,Red,Diesel,Automatic,4.1,123015,105114,High,39434.0
7 Series,2022,Africa,Black,Diesel,Automatic,4.1,56534,95164,High,89867.0
X6,2012,Europe,Black,Diesel,Automatic,3.9,131425,67268,Low,64648.0
M5,2014,Europe,Silver,Diesel,Automatic,1.7,134005,44431,High,106479.0
3 Series,2021,South America,White,Hybrid,Manual,3.8,192532,33634,Low,38036.0
X5,2012,Middle East,White,Diesel,Automatic,2.8,130556,88294,High,59034.0
X6,2010,South America,Silver,Petrol,Manual,2.0,45708,43547,Low,62900.0
X5,2010,Asia,Black,Diesel,Manual,1.7,140291,61697,High,59830.0
i3,2017,Asia,Black,Electric,Manual,2.1,161500,83062,Low,40731.0
X3,2019,Europe,Red,Petrol,Manual,4.9,14205,32033,High,42016.0
M5,2020,Europe,Grey,Hybrid,Automatic,4.0,182203,98363,High,108528.0
X6,2021,Europe,Blue,Hybrid,Automatic,3.3,184003,80549,Low,63999.0
M5,2022,South America,White,Petrol,Manual,4.8,151188,101717,High,112675.0
X6,2022,North America,White,Hybrid,Automatic,3.7,172961,36829,High,62688.0
X6,2021,South America,Silver,Electric,Automatic,4.0,21576,58399,Low,67190.0
7 Series,2024,North America,Blue,Diesel,Manual,2.5,88984,94328,High,99959.0
5 Series,2012,Asia,Blue,Petrol,Automatic,1.6,33615,53341,Low,31070.0
X5,2012,North America,Red,Hybrid,Automatic,1.8,19879,119903,Low,57132.0
X3,2016,Asia,Grey,Diesel,Automatic,2.9,37382,97089,Low,43554.0
X1,2010,Middle East,Grey,Diesel,Manual,4.5,26493,107374,Low,37471.0
X3,2019,South America,White,Hybrid,Manual,2.8,13828,68456,Low,41831.0
3 Series,2017,South America,Black,Electric,Manual,4.4,36647,45078,Low,39626.0
5 Series,2022,North America,Grey,Hybrid,Manual,3.8,121263,78058,High,31128.0
X3,2019,Africa,Black,Petrol,Automatic,3.3,67674,93953,Low,43304.0
X1,2019,North America,Blue,Petrol,Automatic,2.3,131057,65133,High,35166.0
M3,2023,Europe,Red,Petrol,Automatic,1.7,159433,83009,Low,71390.0
X6,2011,Asia,Red,Hybrid,Automatic,3.9,53224,116905,Low,61503.0
5 Series,2012,North America,Red,Electric,Automatic,3.7,121730,39556,High,32017.0
X5,2018,South America,Red,Electric,Manual,3.0,29294,112830,Low,57497.0
5 Series,2016,Asia,Blue,Petrol,Automatic,2.3,113868,113702,Low,33782.0
7 Series,2013,Europe,Grey,Diesel,Manual,3.0,64985,80565,Low,89157.0
M5,2019,Europe,Blue,Petrol,Automatic,4.6,124983,114539,Low,111280.0
7 Series,2014,North America,Red,Hybrid,Automatic,4.4,165056,117738,Low,91997.0
M5,2011,Middle East,White,Electric,Manual,4.8,158280,98458,Low,110576.0
M5,2022,Africa,Grey,Petrol,Manual,2.6,185369,108495,Low,114161.0
i3,2020,Asia,Black,Electric,Automatic,2.9,150855,45778,Low,44993.0
5 Series,2017,South America,White,Petrol,Automatic,4.8,71957,53897,Low,33768.0
X6,2018,Europe,White,Electric,Manual,2.9,47917,100635,Low,61555.0
M3,2014,South America,Red,Petrol,Manual,4.7,108564,74783,High,73557.0
7 Series,2022,North America,Black,Diesel,Automatic,3.3,3023,85017,High,97706.0
X5,2018,North America,Silver,Electric,Manual,3.5,118550,31497,Low,58577.0
7 Series,2013,North America,Silver,Petrol,Automatic,2.1,184827,35013,Low,97256.0
X3,2019,Africa,White,Petrol,Automatic,3.2,88336,95330,Low,43375.0
M3,2014,Europe,Red,Petrol,Automatic,4.7,177247,75199,Low,77039.0
5 Series,2018,South America,White,Petrol,Manual,3.5,117487,74599,Low,37027.0
7 Series,2017,Europe,Silver,Electric,Manual,2.4,93249,83021,Low,95653.0
X3,2012,South America,Silver,Hybrid,Manual,1.6,97006,118641,Low,41774.0
X1,2010,Asia,Red,Diesel,Manual,2.7,198600,100180,High,38338.0
5 Series,2012,South America,Black,Petrol,Manual,3.5,13804,44482,Low,30106.0
X6,2013,South America,Blue,Electric,Automatic,1.6,172249,86584,Low,69805.0
X1,2010,Africa,White,Hybrid,Manual,3.3,46370,94337,Low,35204.0
7 Series,2016,South America,Black,Petrol,Manual,4.2,166971,106356,High,95227.0
5 Series,2016,Africa,Silver,Hybrid,Manual,4.2,22952,119557,High,35461.0
7 Series,2023,Middle East,Grey,Petrol,Manual,3.3,138440,107095,High,98365.0
M5,2014,Middle East,White,Diesel,Automatic,2.8,46000,103494,Low,111012.0
7 Series,2021,Middle East,Grey,Electric,Automatic,4.9,121064,109197,Low,96930.0
M3,2010,North America,Grey,Diesel,Automatic,2.1,192673,65837,High,74482.0
X5,2016,Africa,Black,Electric,Automatic,3.4,117486,87403,Low,55626.0
X6,2022,Africa,Silver,Diesel,Automatic,2.6,151529,88249,Low,69477.0
X5,2016,Europe,Grey,Petrol,Manual,3.3,121053,65419,Low,59178.0
M3,2018,Middle East,Blue,Diesel,Manual,3.4,66819,41677,High,76596.0
X3,2018,North America,Black,Diesel,Automatic,3.8,51425,95134,Low,40679.0
